id,jee_main_score,jee_advanced_score,mock_test_score_avg,board,class_12_percent,attempt_count,coaching_institute,daily_study_hours,family_income,parent_education,location_type,peer_pressure_level,mental_health_issues,dropout,board_number,institute_number,income_numbers,PEd_number,loc_number,PPL_Number,MH_Number
ST9093,70.41,47.5,50.11,0,74.25,2,3,3.9,2,2,2,2,0,0,0,3,2,2,2,2,0
ST9094,75.1,86.5,63.2,0,68.87,1,2,0.4,1,0,2,1,0,0,0,2,1,0,2,1,0
ST9095,89.29,85.46,66.81,2,80.03,2,0,6.7,0,1,1,0,0,1,2,0,0,1,1,0,0
ST9096,57.55,68.49,60.46,2,71.99,2,0,5.3,0,3,2,1,0,1,2,0,0,3,2,1,0
ST9097,80.34,45.79,76.24,1,73.13,1,1,0.4,0,0,2,1,0,1,1,1,0,0,2,1,0
ST9098,63.74,46.33,79.03,0,66.49,1,2,4.1,0,2,2,1,0,1,0,2,0,2,2,1,0
ST9099,70.15,67.72,67.06,0,84.22,1,0,8.4,1,0,2,2,1,0,0,0,1,0,2,2,1
ST9100,73.01,58,70.77,0,72.79,1,0,4.2,2,1,2,1,0,0,0,0,2,1,2,1,0
ST9101,51,60.54,42.07,2,81.08,1,0,2.5,2,3,2,2,1,0,2,0,2,3,2,2,1
ST9102,61.1,82.35,62.95,1,63.06,1,0,0.9,0,1,1,2,1,1,1,0,0,1,1,2,1
ST9103,90.92,77.73,80.06,0,92.34,1,3,1,0,0,2,2,0,1,0,3,0,0,2,2,0
ST9104,84.41,88.05,62.92,0,87.77,2,2,5.6,2,3,1,2,0,0,0,2,2,3,1,2,0
ST9105,71.12,50.15,59.15,0,55.9,1,2,3.6,0,2,1,0,1,1,0,2,0,2,1,0,1
ST9106,75.4,60.51,95.33,0,66.98,2,2,3.8,2,2,1,2,1,0,0,2,2,2,1,2,1
ST9107,67.88,78.14,89.83,1,79.78,1,3,3.6,2,3,2,2,0,0,1,3,2,3,2,2,0
ST9108,90.99,73.17,73.61,1,61.8,2,3,4.2,0,2,2,1,1,1,1,3,0,2,2,1,1
ST9109,69.2,90.52,81.67,1,73.68,2,0,2,2,2,1,1,1,0,1,0,2,2,1,1,1
ST9110,75.25,72.73,41.29,2,79.27,2,3,5.1,2,3,1,2,0,0,2,3,2,3,1,2,0
ST9111,88.04,95.57,58.55,0,73.15,2,1,1.7,2,1,2,0,1,0,0,1,2,1,2,0,1
ST9112,61.12,74.64,62.36,0,80.39,2,3,3,0,0,0,0,0,1,0,3,0,0,0,0,0
ST9113,93.82,82.99,65.17,0,68.07,1,0,6.5,1,1,0,1,0,0,0,0,1,1,0,1,0
ST9114,50.57,60.82,62.12,0,52.56,1,2,5.3,1,0,0,0,1,0,0,2,1,0,0,0,1
ST9115,94.81,66.23,37.4,1,84.82,1,3,5.9,1,0,2,1,1,0,1,3,1,0,2,1,1
ST9116,66.78,80.58,72.63,2,84.76,2,2,8.8,1,3,1,0,1,0,2,2,1,3,1,0,1
ST9117,68.6,91.81,74.52,2,100,2,2,4.4,1,2,0,0,0,0,2,2,1,2,0,0,0
ST9118,45.54,77.67,87.22,0,52.93,2,1,4.5,0,2,1,0,1,0,0,1,0,2,1,0,1
ST9119,65.63,64.67,58.54,1,82.51,1,1,4,0,0,2,1,1,1,1,1,0,0,2,1,1
ST9120,57.44,88.04,57.56,2,55.31,2,3,3.6,1,0,1,1,0,0,2,3,1,0,1,1,0
ST9121,63.49,30.93,35.84,2,92.56,2,2,2.5,1,3,0,2,1,0,2,2,1,3,0,2,1
ST9122,70.08,43.24,64.48,0,79.88,1,0,4.7,2,0,2,2,1,0,0,0,2,0,2,2,1
ST9123,85.41,76.91,78.81,2,65.48,1,2,5.2,2,1,1,0,0,0,2,2,2,1,1,0,0
ST9124,74.91,66.23,60.66,0,82.8,1,2,5.3,2,0,2,0,0,0,0,2,2,0,2,0,0
ST9125,76.31,75.69,93.72,1,69.47,2,1,4.6,1,1,0,0,1,0,1,1,1,1,0,0,1
ST9126,56.66,67.03,64.92,0,78,2,1,6.4,1,3,0,1,0,0,0,1,1,3,0,1,0
ST9127,59.67,75.14,69.76,2,77.06,1,1,4.6,0,0,0,0,1,1,2,1,0,0,0,0,1
ST9128,97.18,52.97,51.64,0,92.44,2,1,3.7,2,2,2,2,0,0,0,1,2,2,2,2,0
ST9129,61.71,75.13,71.45,0,93.15,2,3,2.6,2,3,2,0,0,0,0,3,2,3,2,0,0
ST9130,95.19,81.91,44.25,0,69.03,2,3,1.4,0,0,0,2,0,1,0,3,0,0,0,2,0
ST9131,68.6,85.53,76.32,0,85.58,2,2,7.4,0,0,2,0,1,1,0,2,0,0,2,0,1
ST9132,72.03,98.22,76.69,0,78.55,1,3,3.1,0,1,2,0,0,1,0,3,0,1,2,0,0
ST9133,86.99,69.91,84.31,0,60.87,2,0,2.6,2,0,0,0,0,0,0,0,2,0,0,0,0
ST9134,89.81,70.38,55.76,2,68.04,2,2,3.7,0,1,0,2,0,0,2,2,0,1,0,2,0
ST9135,70.45,41.63,69.93,0,98.36,1,2,3.9,1,1,1,2,0,0,0,2,1,1,1,2,0
ST9136,66.56,57.5,74.77,2,78.58,2,0,7.8,1,2,0,1,1,0,2,0,1,2,0,1,1
ST9137,71.22,62.91,73.31,0,85,2,2,3.8,1,2,2,2,0,0,0,2,1,2,2,2,0
ST9138,76.73,82.81,57.62,1,72.88,1,0,9.8,0,2,1,0,1,1,1,0,0,2,1,0,1
ST9139,84.48,56.22,39.3,0,69.6,2,1,4.6,2,3,2,2,1,0,0,1,2,3,2,2,1
ST9140,72.06,78.74,72.16,2,75.27,1,1,8.6,2,2,1,0,0,0,2,1,2,2,1,0,0
ST9141,80.66,65.97,66.17,2,72.34,2,1,6.3,0,1,2,0,1,1,2,1,0,1,2,0,1
ST9142,94.94,63.17,61.2,1,60.07,2,0,5.2,0,0,1,2,0,0,1,0,0,0,1,2,0
ST9143,77.34,69.98,77.17,0,64.97,2,3,7.7,2,1,1,1,1,0,0,3,2,1,1,1,1
ST9144,76.36,59.74,67.46,1,82.08,1,3,6.7,1,2,2,2,0,0,1,3,1,2,2,2,0
ST9145,50.74,59.14,52.17,0,71.19,2,2,5.8,1,0,1,2,1,0,0,2,1,0,1,2,1
ST9146,35.17,38.72,44.82,0,75.26,2,1,9.1,2,1,2,0,1,1,0,1,2,1,2,0,1
ST9147,77.44,62.03,54.45,2,77.35,1,1,3.5,0,0,2,2,0,0,2,1,0,0,2,2,0
ST9148,70.67,58.32,96.72,1,78.13,2,2,2.5,1,1,1,1,0,0,1,2,1,1,1,1,0
ST9149,64.79,57.74,76.67,1,86.47,2,1,3.1,1,0,0,0,1,0,1,1,1,0,0,0,1
ST9150,75.41,72.67,70.26,2,64.01,2,1,8,1,0,0,2,1,0,2,1,1,0,0,2,1
ST9151,71.15,76.54,65.82,2,80.7,1,0,7.4,0,2,0,1,0,0,2,0,0,2,0,1,0
ST9152,87.79,69.72,65.03,1,82.55,1,2,3.4,0,3,2,0,1,0,1,2,0,3,2,0,1
ST9153,73.21,81.93,82.01,2,84.86,1,0,0,1,2,2,1,1,0,2,0,1,2,2,1,1
ST9154,61.54,75.21,62.11,0,60.87,2,1,4.1,0,0,0,1,1,0,0,1,0,0,0,1,1
ST9155,85.86,61.28,74.92,1,77.55,1,1,2.5,2,0,2,0,0,0,1,1,2,0,2,0,0
ST9156,68.96,58.59,63.82,1,92.16,2,2,3.5,0,2,0,2,1,0,1,2,0,2,0,2,1
ST9157,79.37,71.01,91.28,2,74.01,1,1,2.4,2,1,2,1,0,0,2,1,2,1,2,1,0
ST9158,65.32,75.18,76.91,0,79.83,1,3,1.3,1,0,2,0,0,0,0,3,1,0,2,0,0
ST9159,62.9,88.37,82.95,1,82.8,2,0,8.3,1,1,2,2,1,0,1,0,1,1,2,2,1
ST9160,73.18,85.06,60.99,1,64.75,1,0,3.1,2,2,0,1,0,0,1,0,2,2,0,1,0
ST9161,72.18,57.34,80.7,0,93.34,1,3,7.3,1,3,1,0,0,0,0,3,1,3,1,0,0
ST9162,78.72,64.37,64.25,2,80,2,2,4.1,1,3,2,1,0,0,2,2,1,3,2,1,0
ST9163,68.24,76.74,69.32,2,80.2,2,2,2.2,1,0,2,2,0,0,2,2,1,0,2,2,0
ST9164,46.29,83.09,87.62,2,58.38,2,1,5.5,0,1,0,2,0,0,2,1,0,1,0,2,0
ST9165,65.94,81.02,55.49,2,82.95,2,2,3.7,0,2,0,2,0,1,2,2,0,2,0,2,0
ST9166,83.11,64.98,70.44,0,80.06,2,3,4.1,2,0,2,0,0,0,0,3,2,0,2,0,0
ST9167,67.84,45.94,73.26,0,91.24,2,2,4.8,2,3,2,2,0,0,0,2,2,3,2,2,0
ST9168,68.55,50.02,74.24,1,71.89,2,1,2.9,0,3,1,2,1,1,1,1,0,3,1,2,1
ST9169,85.81,70.36,62.59,1,65.12,2,3,1.3,1,1,2,0,0,0,1,3,1,1,2,0,0
ST9170,62.03,71.48,93.04,0,68.18,1,1,4.4,0,0,2,2,1,1,0,1,0,0,2,2,1
ST9171,50.4,48.42,52.46,1,69.95,2,0,6.4,1,1,2,2,0,0,1,0,1,1,2,2,0
ST9172,69.75,66.71,85.51,0,63.81,1,0,2.7,2,1,1,2,0,0,0,0,2,1,1,2,0
ST9173,65.22,76.1,82.58,2,87.9,2,2,4.8,2,0,2,0,1,0,2,2,2,0,2,0,1
ST9174,58.47,47.58,90.81,0,88.28,2,3,7.5,2,2,1,2,1,0,0,3,2,2,1,2,1
ST9175,69.54,83.68,48.94,0,73.04,1,3,4.3,0,3,0,1,1,0,0,3,0,3,0,1,1
ST9176,78.88,59.96,57.57,1,71.07,1,3,4.7,0,0,2,0,1,1,1,3,0,0,2,0,1
ST9177,71.87,86.12,85.9,0,56.85,1,1,4.6,1,3,2,1,1,0,0,1,1,3,2,1,1
ST9178,76.3,57.46,45.48,2,81.96,2,3,3.1,2,2,2,0,1,0,2,3,2,2,2,0,1
ST9179,97.39,49.57,48.72,2,91.53,2,2,2.5,1,3,2,0,0,0,2,2,1,3,2,0,0
ST9180,67.2,58.67,62.14,1,68.63,2,0,2.5,1,3,1,0,1,0,1,0,1,3,1,0,1
ST9181,75.9,64.48,70.3,1,73.83,2,2,5.2,0,1,0,1,0,1,1,2,0,1,0,1,0
ST9182,64.87,59.78,87.11,0,79.34,1,0,6,0,1,0,2,1,0,0,0,0,1,0,2,1
ST9183,60.15,62.54,65.78,1,92.24,2,0,6.1,1,1,1,2,1,0,1,0,1,1,1,2,1
ST9184,63.81,71.34,60.7,2,77,1,2,3.7,1,2,1,2,0,0,2,2,1,2,1,2,0
ST9185,65.3,63.26,71.74,1,76.95,2,0,6.7,1,1,1,2,0,0,1,0,1,1,1,2,0
ST9186,77.03,64.94,73.64,1,76.79,2,0,5.1,0,3,1,0,1,0,1,0,0,3,1,0,1
ST9187,100,38.65,73.29,2,60.75,1,1,4.6,1,3,2,0,0,0,2,1,1,3,2,0,0
ST9188,61.98,72.27,65.86,0,60.53,2,2,0,0,3,2,1,1,1,0,2,0,3,2,1,1
ST9189,66.17,64.57,44.54,0,66.92,1,2,2.9,2,0,1,2,1,0,0,2,2,0,1,2,1
ST9190,71.12,91.76,56.99,1,85.13,2,2,1.5,2,3,2,0,0,0,1,2,2,3,2,0,0
ST9191,77.54,50.97,85.04,2,71.65,2,0,5.8,1,1,2,2,1,0,2,0,1,1,2,2,1
ST9192,75.69,37.07,70.24,2,69.7,2,3,4.7,0,2,0,2,0,0,2,3,0,2,0,2,0
ST9193,89.98,75.89,64.13,2,69.53,2,3,2.4,2,2,2,1,0,0,2,3,2,2,2,1,0
ST9194,38.03,71.54,81.42,0,73.62,2,0,5.1,0,3,0,0,0,1,0,0,0,3,0,0,0
ST9195,38.58,49.87,54.44,2,92.02,1,3,1.7,0,3,2,2,1,1,2,3,0,3,2,2,1
ST9196,65.06,41.52,65.3,2,73.49,2,3,2.4,2,0,0,1,1,0,2,3,2,0,0,1,1
ST9197,87.36,90.6,69.65,0,67.14,2,0,3.1,1,3,0,1,0,0,0,0,1,3,0,1,0
ST9198,50.08,88.63,62.7,2,75.25,2,2,5.6,1,3,0,2,1,0,2,2,1,3,0,2,1
ST9199,29.89,26.2,69.21,0,92.55,2,1,7.3,2,3,0,2,1,1,0,1,2,3,0,2,1
ST9200,80,58.67,65.75,1,69.97,1,2,3.3,0,0,1,1,0,1,1,2,0,0,1,1,0
ST9201,75.41,92.63,51.21,1,63.19,2,2,7.1,1,2,2,1,0,0,1,2,1,2,2,1,0
ST9202,56.74,58.38,70.18,1,69.99,1,2,4.6,0,3,1,2,1,1,1,2,0,3,1,2,1
ST9203,58.2,58.15,52.06,1,76.29,1,1,5,2,2,2,2,0,0,1,1,2,2,2,2,0
ST9204,58.42,61.48,69.99,1,81.88,1,2,4.4,1,0,1,1,1,0,1,2,1,0,1,1,1
ST9205,73.55,48.07,84.49,0,85.07,1,3,4.1,1,0,2,0,1,0,0,3,1,0,2,0,1
ST9206,63.23,38.72,64.63,0,64.54,1,1,5.4,1,3,1,1,0,0,0,1,1,3,1,1,0
ST9207,78.92,82.84,53.94,0,65.49,2,3,6,2,0,1,1,0,0,0,3,2,0,1,1,0
ST9208,32.04,36.51,66.48,2,71.77,1,1,2.7,2,0,0,0,1,1,2,1,2,0,0,0,1
ST9209,60,69.96,58.02,1,81.84,1,3,4.1,2,2,1,2,1,0,1,3,2,2,1,2,1
ST9210,56.24,80.19,75.13,2,62.4,1,2,7.8,0,1,0,1,1,0,2,2,0,1,0,1,1
ST9211,68.41,42.78,66.22,2,68.93,1,2,4.9,0,2,0,2,0,1,2,2,0,2,0,2,0
ST9212,64.47,51.21,88.52,2,69.07,1,2,5.1,0,3,1,0,0,1,2,2,0,3,1,0,0
ST9213,83.17,85.41,81.96,1,84.42,1,3,6.8,1,0,2,1,0,0,1,3,1,0,2,1,0
ST9214,45.97,74.53,66.16,2,80.28,2,3,3.5,1,3,1,2,0,0,2,3,1,3,1,2,0
ST9215,72.64,56.12,76.59,1,84.04,2,0,4.4,1,2,0,2,1,0,1,0,1,2,0,2,1
ST9216,79.82,85.24,63.28,1,88.39,1,3,6.1,2,0,0,2,1,0,1,3,2,0,0,2,1
ST9217,97.99,85.3,68.41,1,71.94,1,1,7,2,3,1,2,1,0,1,1,2,3,1,2,1
ST9218,65.26,70.3,63.66,2,63.13,1,2,0,1,3,1,2,1,1,2,2,1,3,1,2,1
ST9219,76.54,51.6,77.2,1,63.19,1,1,3,2,2,1,2,0,0,1,1,2,2,1,2,0
ST9220,46.75,59.38,85.2,1,56.62,1,0,2.5,0,3,1,1,0,0,1,0,0,3,1,1,0
ST9221,38.51,70.58,77.58,0,70.41,2,0,4.3,0,0,2,1,0,1,0,0,0,0,2,1,0
ST9222,83.83,62.98,79.06,2,71.16,2,3,2.7,2,3,0,0,1,0,2,3,2,3,0,0,1
ST9223,71.92,81.02,79.08,0,82.88,2,2,5.8,0,0,1,2,1,0,0,2,0,0,1,2,1
ST9224,88.5,41.52,74.62,0,75.17,2,1,4.8,0,3,1,0,0,0,0,1,0,3,1,0,0
ST9225,52.77,42.09,54.33,2,70.1,2,0,6.3,0,2,1,1,1,0,2,0,0,2,1,1,1
ST9226,79.28,68.89,88.41,0,73.84,2,0,6.4,1,0,0,0,1,0,0,0,1,0,0,0,1
ST9227,98.16,58.14,89.65,1,64.61,1,1,5.9,2,3,0,1,1,0,1,1,2,3,0,1,1
ST9228,77.88,55.97,65.19,0,85.25,1,0,3.8,2,1,0,1,1,0,0,0,2,1,0,1,1
ST9229,75.87,37.71,63.55,0,67.14,2,1,4.7,1,0,1,0,1,0,0,1,1,0,1,0,1
ST9230,72.12,66.31,75.35,1,63.6,1,2,3.6,0,0,0,1,0,1,1,2,0,0,0,1,0
ST9231,50.01,65.16,74.61,0,83.18,2,3,1.8,1,0,1,1,0,0,0,3,1,0,1,1,0
ST9232,90.98,76.46,65.58,1,80.74,2,1,6.4,0,1,1,0,1,1,1,1,0,1,1,0,1
ST9233,63.45,67.1,53,2,57.76,2,2,4.3,1,2,2,0,1,0,2,2,1,2,2,0,1
ST9234,79.06,63.88,71.67,0,83.55,1,1,1.5,0,3,2,2,1,1,0,1,0,3,2,2,1
ST9235,50.12,84.83,74.62,2,67.58,1,0,5.6,1,1,2,0,0,0,2,0,1,1,2,0,0
ST9236,55.49,45,76.71,0,71.26,2,2,4.1,1,3,0,1,1,0,0,2,1,3,0,1,1
ST9237,92.09,74.58,72.19,1,76.87,1,1,0.4,0,1,2,2,1,1,1,1,0,1,2,2,1
ST9238,67.14,39.26,64.75,0,80.87,2,2,1.8,0,1,0,1,1,0,0,2,0,1,0,1,1
ST9239,92.35,52.59,79.93,2,79.45,1,1,3.1,2,3,1,0,1,0,2,1,2,3,1,0,1
ST9240,70.9,46.6,68.79,1,74.5,1,1,4.9,2,3,2,1,0,0,1,1,2,3,2,1,0
ST9241,46.21,78.51,62.42,1,70.75,2,2,6.1,1,3,2,0,1,0,1,2,1,3,2,0,1
ST9242,84.49,64.95,65.83,2,79.12,2,2,6,1,2,0,0,0,0,2,2,1,2,0,0,0
ST9243,63.74,65.78,47.05,2,73.82,2,2,5.7,2,0,0,0,1,0,2,2,2,0,0,0,1
ST9244,81.78,48.29,65.81,0,93.05,2,0,4.4,2,1,2,2,1,0,0,0,2,1,2,2,1
ST9245,72.35,61.2,76.26,0,80.86,1,3,7.9,0,0,0,0,1,0,0,3,0,0,0,0,1
ST9246,50.4,53.78,72.08,1,65.77,2,1,5.9,2,3,0,1,1,0,1,1,2,3,0,1,1
ST9247,74.3,72.14,86.25,2,70.22,1,1,4.9,1,3,0,2,1,0,2,1,1,3,0,2,1
ST9248,100,50.14,64.84,2,75.48,2,2,5.6,2,1,1,2,1,0,2,2,2,1,1,2,1
ST9249,78.9,87.28,73.85,0,87.99,1,1,3.7,2,1,2,2,0,0,0,1,2,1,2,2,0
ST9250,71.19,39.19,77.51,0,89.11,2,3,4.4,2,1,0,1,1,0,0,3,2,1,0,1,1
ST9251,87.05,53.1,96.11,1,71.04,2,3,0.3,2,1,0,0,0,0,1,3,2,1,0,0,0
ST9252,74.95,92.84,69.74,2,65.66,2,1,3.7,1,1,1,2,0,0,2,1,1,1,1,2,0
ST9253,74.93,59.04,55.47,2,64.39,1,1,8,2,3,1,0,1,0,2,1,2,3,1,0,1
ST9254,56.72,44.96,78.18,2,77.52,1,2,4.8,2,1,1,0,0,0,2,2,2,1,1,0,0
ST9255,75.27,69.51,90.39,2,98.04,2,3,4.7,1,2,1,1,1,0,2,3,1,2,1,1,1
ST9256,86.5,58.39,64.13,0,80.39,1,1,6.5,2,0,2,2,1,0,0,1,2,0,2,2,1
ST9257,60.3,52.63,78.09,0,59.06,2,3,5.2,1,0,2,1,1,0,0,3,1,0,2,1,1
ST9258,91.94,48.47,82.74,0,67.74,1,1,2.9,2,2,0,2,1,0,0,1,2,2,0,2,1
ST9259,70.72,100,80.2,1,68.76,2,0,4.5,2,1,2,2,0,0,1,0,2,1,2,2,0
ST9260,59.57,61.98,69.51,2,66.78,2,3,2.2,2,3,0,0,0,0,2,3,2,3,0,0,0
ST9261,85.97,35.19,59.62,0,71.12,1,0,4.9,0,3,2,0,1,1,0,0,0,3,2,0,1
ST9262,67.98,89.9,67.02,2,78.69,1,2,2.8,2,2,2,2,0,0,2,2,2,2,2,2,0
ST9263,82.63,75.78,73.5,0,81.82,1,3,6.4,1,2,2,2,1,0,0,3,1,2,2,2,1
ST9264,67.92,53.74,78.9,1,85.92,2,1,3.5,0,2,0,0,1,0,1,1,0,2,0,0,1
ST9265,71.16,51.07,72.01,0,80.24,1,1,2.9,2,0,0,2,0,0,0,1,2,0,0,2,0
ST9266,78.91,76.78,63.44,1,55.46,1,0,4.3,1,2,1,2,1,0,1,0,1,2,1,2,1
ST9267,76.07,62.05,74.66,2,64.43,1,3,5.2,2,3,0,2,0,0,2,3,2,3,0,2,0
ST9268,44.06,35.18,78.32,0,73.42,1,3,2.1,1,1,1,1,0,0,0,3,1,1,1,1,0
ST9269,56.3,94.6,72.56,0,76.47,1,3,3.5,2,3,0,2,1,0,0,3,2,3,0,2,1
ST9270,85.01,59.06,57.97,0,83.61,2,2,4.7,1,2,0,2,0,0,0,2,1,2,0,2,0
ST9271,70.15,89.93,65.82,2,75.43,2,3,7.2,1,3,2,0,0,0,2,3,1,3,2,0,0
ST9272,64.67,86.45,79.37,1,75.51,1,2,0,0,0,0,0,1,0,1,2,0,0,0,0,1
ST9273,52.98,49.98,51.4,1,77.38,2,1,5.7,0,3,2,1,0,0,1,1,0,3,2,1,0
ST9274,56.88,82.53,42.88,0,72.45,1,0,3.7,1,0,0,0,0,0,0,0,1,0,0,0,0
ST9275,43.69,55.58,86.1,2,75.87,1,0,3.5,1,1,1,2,0,0,2,0,1,1,1,2,0
ST9276,70.58,36.13,74.14,1,86.26,2,3,3.1,0,2,0,1,0,1,1,3,0,2,0,1,0
ST9277,63.62,59.21,75.28,1,74.16,2,0,3.8,1,1,2,2,1,0,1,0,1,1,2,2,1
ST9278,58.47,72.36,55.08,1,74.7,2,3,5.7,2,2,2,2,1,0,1,3,2,2,2,2,1
ST9279,71.05,58.6,76.85,1,74.66,2,1,3.4,2,1,2,2,0,0,1,1,2,1,2,2,0
ST9280,77.1,61.09,71.3,1,87.98,2,1,7.8,1,1,2,1,0,0,1,1,1,1,2,1,0
ST9281,100,84.3,48.99,0,63.92,2,1,5.7,1,1,0,0,1,0,0,1,1,1,0,0,1
ST9282,50.83,67.7,85.09,0,92.76,2,0,4.9,0,0,2,0,1,1,0,0,0,0,2,0,1
ST9283,88.23,52.51,69.9,0,63.24,1,3,4.2,0,0,2,0,0,1,0,3,0,0,2,0,0
ST9284,85.62,77.23,63.25,1,68.46,1,2,6.9,1,3,0,2,0,0,1,2,1,3,0,2,0
ST9285,61.09,69.16,63.46,1,82.45,1,1,7.2,2,3,2,1,1,0,1,1,2,3,2,1,1
ST9286,74.85,25.65,43.82,1,85.3,2,1,2.2,0,3,1,0,0,0,1,1,0,3,1,0,0
ST9287,65.59,72.85,75.12,0,60.97,1,2,3.1,2,2,1,1,0,0,0,2,2,2,1,1,0
ST9288,74.6,72.27,71.14,1,64.07,1,2,5.8,2,0,2,1,0,0,1,2,2,0,2,1,0
ST9289,93.13,66.32,65.67,0,77.78,1,0,6.4,2,1,1,2,0,0,0,0,2,1,1,2,0
ST9290,80.48,80.27,83.34,1,98.44,1,1,3.9,2,3,2,1,1,0,1,1,2,3,2,1,1
ST9291,79.12,55.24,51.39,0,87.46,2,0,3,0,0,0,0,1,1,0,0,0,0,0,0,1
ST9292,65.98,71.38,60.84,2,72.52,1,1,4.7,1,0,1,0,1,0,2,1,1,0,1,0,1
ST9293,51.22,40.93,57.8,1,50.81,1,0,7.5,1,2,1,1,1,0,1,0,1,2,1,1,1
ST9294,69.08,72.51,64.65,1,75.82,1,0,4.6,0,1,0,1,1,0,1,0,0,1,0,1,1
ST9295,88.89,97.25,68.81,0,78.62,1,2,2,2,0,1,1,1,0,0,2,2,0,1,1,1
ST9296,50.62,50.08,73.16,1,71.17,1,3,4.7,1,0,2,1,1,0,1,3,1,0,2,1,1
ST9297,57.23,53.84,63.84,0,66.49,2,3,6.1,1,3,2,0,1,0,0,3,1,3,2,0,1
ST9298,73.77,54.64,57.47,0,76.59,1,3,4.3,1,2,1,0,1,0,0,3,1,2,1,0,1
ST9299,58.21,68.08,88.23,2,65.58,1,1,7,2,2,0,2,0,0,2,1,2,2,0,2,0
ST9300,60.9,48.99,96.94,2,93.72,1,2,6.2,1,1,2,1,1,0,2,2,1,1,2,1,1
ST9301,66.07,72.74,69.72,1,90.17,1,2,4.4,0,2,2,0,0,1,1,2,0,2,2,0,0
ST9302,52.88,79.55,58.92,1,81.58,1,2,4.6,1,1,1,1,0,0,1,2,1,1,1,1,0
ST9303,58.36,74.55,85.71,0,75.9,1,1,0.8,1,1,0,0,0,0,0,1,1,1,0,0,0
ST9304,81.85,37.71,50.64,0,68.4,2,0,6.9,0,3,2,2,1,1,0,0,0,3,2,2,1
ST9305,53.7,81.92,63.98,0,74.79,1,0,3.8,2,3,0,0,0,0,0,0,2,3,0,0,0
ST9306,49.63,81,59.65,0,91.39,1,3,3.7,1,0,1,0,1,0,0,3,1,0,1,0,1
ST9307,63.18,79.28,54.09,1,83.69,2,3,3.4,2,3,1,2,1,0,1,3,2,3,1,2,1
ST9308,82.25,71.97,64.64,2,77.04,2,1,5.4,2,0,2,1,1,0,2,1,2,0,2,1,1
ST9309,69.24,69.52,57.63,1,84.24,1,1,2.2,2,0,0,0,0,0,1,1,2,0,0,0,0
ST9310,65.5,82.52,68.15,1,80.46,1,3,2.5,1,0,0,2,0,0,1,3,1,0,0,2,0
ST9311,72.62,96.78,68.33,1,78.96,2,0,4.4,1,0,1,2,1,0,1,0,1,0,1,2,1
ST9312,47.56,50.75,60.54,2,84.81,1,0,3.2,0,1,1,2,0,1,2,0,0,1,1,2,0
ST9313,78.93,83.25,63.55,1,80.17,2,2,5.2,2,0,1,0,1,0,1,2,2,0,1,0,1
ST9314,77.37,64.62,65.23,2,83.59,1,3,3.3,0,0,1,1,0,1,2,3,0,0,1,1,0
ST9315,66.27,63.93,77.72,0,76.61,1,3,7.7,1,0,1,0,0,0,0,3,1,0,1,0,0
ST9316,86.08,41.42,66.22,1,72.46,1,0,5.9,1,1,2,0,0,0,1,0,1,1,2,0,0
ST9317,56.22,61.44,77.9,0,69.52,2,2,5.9,0,2,2,0,1,1,0,2,0,2,2,0,1
ST9318,87.79,50.04,75.03,0,68.33,2,3,3.3,0,2,0,2,0,0,0,3,0,2,0,2,0
ST9319,74.16,58.58,74.86,0,58.95,2,0,9.3,2,0,2,1,1,0,0,0,2,0,2,1,1
ST9320,67.29,48.43,84.65,1,65.88,2,0,3.6,1,2,2,0,0,0,1,0,1,2,2,0,0
ST9321,71.72,58.82,54.57,0,65.59,1,0,3.1,2,3,2,1,0,0,0,0,2,3,2,1,0
ST9322,70.5,59.5,62.32,1,69.93,1,2,5.9,2,3,0,0,1,0,1,2,2,3,0,0,1
ST9323,89.08,67.55,89.16,0,90.62,2,2,4.9,1,3,2,1,0,0,0,2,1,3,2,1,0
ST9324,56.93,40.16,64.91,1,73.42,2,0,2.9,1,3,0,2,1,0,1,0,1,3,0,2,1
ST9325,61.32,42.87,34.22,1,77.42,2,2,8.9,2,1,0,1,1,0,1,2,2,1,0,1,1
ST9326,86.51,71.79,65.56,1,77.73,2,2,6.5,0,0,2,2,0,1,1,2,0,0,2,2,0
ST9327,63.66,53.24,69.62,0,90.88,1,2,4.5,1,1,2,2,1,0,0,2,1,1,2,2,1
ST9328,84.61,83.19,36.59,1,69.24,2,2,9.3,2,1,2,1,0,0,1,2,2,1,2,1,0
ST9329,95.79,69.6,84.01,0,72.77,1,1,6.1,0,0,1,0,1,0,0,1,0,0,1,0,1
ST9330,66.37,75.71,59.44,2,73.94,2,3,4.5,2,1,0,0,1,0,2,3,2,1,0,0,1
ST9331,81.54,88.57,71.94,0,86.37,1,3,9.1,1,0,0,0,0,0,0,3,1,0,0,0,0
ST9332,55.85,61.04,65.29,0,88.44,2,2,5.8,0,1,1,0,1,1,0,2,0,1,1,0,1
ST9333,82.57,56.81,52.54,1,79.75,1,0,5.7,0,2,1,1,1,1,1,0,0,2,1,1,1
ST9334,74.79,79.95,55.15,0,87.33,1,3,3.7,0,2,2,0,1,1,0,3,0,2,2,0,1
ST9335,78.62,74.15,56.78,2,76.78,1,2,4.6,1,3,1,0,1,0,2,2,1,3,1,0,1
ST9336,62.96,63,81.03,1,73.27,1,3,3.7,1,2,1,2,0,0,1,3,1,2,1,2,0
